antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
"chills, phlegm",chest pain,0.06829268292682927,0.14146341463414633,0.06829268292682927,1.0,7.06896551724138,1.0,0.05863176680547294,inf,0.9214659685863876,0.48275862068965525,1.0,0.7413793103448276
"cough, phlegm",chest pain,0.06829268292682927,0.14146341463414633,0.06829268292682927,1.0,7.06896551724138,1.0,0.05863176680547294,inf,0.9214659685863876,0.48275862068965525,1.0,0.7413793103448276
"fatigue, phlegm",chest pain,0.06829268292682927,0.14146341463414633,0.06829268292682927,1.0,7.06896551724138,1.0,0.05863176680547294,inf,0.9214659685863876,0.48275862068965525,1.0,0.7413793103448276
"cough, malaise",chest pain,0.06707317073170732,0.14146341463414633,0.06707317073170732,1.0,7.06896551724138,1.0,0.05758477096966092,inf,0.9202614379084969,0.4741379310344828,1.0,0.7370689655172414
"chills, cough",chest pain,0.06585365853658537,0.14146341463414633,0.06585365853658537,1.0,7.06896551724138,1.0,0.0565377751338489,inf,0.9190600522193212,0.4655172413793104,1.0,0.7327586206896552
"phlegm, swelled lymph nodes",chest pain,0.0475609756097561,0.14146341463414633,0.0475609756097561,1.0,7.06896551724138,1.0,0.04083283759666865,inf,0.9014084507042254,0.3362068965517241,1.0,0.6681034482758621
"chills, swelled lymph nodes",chest pain,0.045121951219512194,0.14146341463414633,0.045121951219512194,1.0,7.06896551724138,1.0,0.03873884592504462,inf,0.8991060025542786,0.3189655172413793,1.0,0.6594827586206897
"cough, swelled lymph nodes",chest pain,0.045121951219512194,0.14146341463414633,0.045121951219512194,1.0,7.06896551724138,1.0,0.03873884592504462,inf,0.8991060025542786,0.3189655172413793,1.0,0.6594827586206897
"breathlessness, malaise",chest pain,0.045121951219512194,0.14146341463414633,0.045121951219512194,1.0,7.06896551724138,1.0,0.03873884592504462,inf,0.8991060025542786,0.3189655172413793,1.0,0.6594827586206897
"breathlessness, phlegm",chest pain,0.045121951219512194,0.14146341463414633,0.045121951219512194,1.0,7.06896551724138,1.0,0.03873884592504462,inf,0.8991060025542786,0.3189655172413793,1.0,0.6594827586206897
"phlegm, sweating",chest pain,0.045121951219512194,0.14146341463414633,0.045121951219512194,1.0,7.06896551724138,1.0,0.03873884592504462,inf,0.8991060025542786,0.3189655172413793,1.0,0.6594827586206897
"malaise, sweating",chest pain,0.045121951219512194,0.14146341463414633,0.045121951219512194,1.0,7.06896551724138,1.0,0.03873884592504462,inf,0.8991060025542786,0.3189655172413793,1.0,0.6594827586206897
"cough, sweating",chest pain,0.04390243902439024,0.14146341463414633,0.04390243902439024,1.0,7.06896551724138,1.0,0.0376918500892326,inf,0.8979591836734694,0.31034482758620685,1.0,0.6551724137931034
"breathlessness, chills",chest pain,0.04390243902439024,0.14146341463414633,0.04390243902439024,1.0,7.06896551724138,1.0,0.0376918500892326,inf,0.8979591836734694,0.31034482758620685,1.0,0.6551724137931034
"blood in sputum, loss of appetite",chest pain,0.024390243902439025,0.14146341463414633,0.024390243902439025,1.0,7.06896551724138,1.0,0.020939916716240334,inf,0.88,0.1724137931034483,1.0,0.5862068965517242
"blood in sputum, malaise",chest pain,0.024390243902439025,0.14146341463414633,0.024390243902439025,1.0,7.06896551724138,1.0,0.020939916716240334,inf,0.88,0.1724137931034483,1.0,0.5862068965517242
"blood in sputum, phlegm",chest pain,0.024390243902439025,0.14146341463414633,0.024390243902439025,1.0,7.06896551724138,1.0,0.020939916716240334,inf,0.88,0.1724137931034483,1.0,0.5862068965517242
"congestion, throat irritation",chest pain,0.024390243902439025,0.14146341463414633,0.024390243902439025,1.0,7.06896551724138,1.0,0.020939916716240334,inf,0.88,0.1724137931034483,1.0,0.5862068965517242
"blood in sputum, swelled lymph nodes",chest pain,0.024390243902439025,0.14146341463414633,0.024390243902439025,1.0,7.06896551724138,1.0,0.020939916716240334,inf,0.88,0.1724137931034483,1.0,0.5862068965517242
"congestion, loss of smell",chest pain,0.024390243902439025,0.14146341463414633,0.024390243902439025,1.0,7.06896551724138,1.0,0.020939916716240334,inf,0.88,0.1724137931034483,1.0,0.5862068965517242
"congestion, redness of eyes",chest pain,0.024390243902439025,0.14146341463414633,0.024390243902439025,1.0,7.06896551724138,1.0,0.020939916716240334,inf,0.88,0.1724137931034483,1.0,0.5862068965517242
"congestion, phlegm",chest pain,0.024390243902439025,0.14146341463414633,0.024390243902439025,1.0,7.06896551724138,1.0,0.020939916716240334,inf,0.88,0.1724137931034483,1.0,0.5862068965517242
"congestion, muscle pain",chest pain,0.024390243902439025,0.14146341463414633,0.024390243902439025,1.0,7.06896551724138,1.0,0.020939916716240334,inf,0.88,0.1724137931034483,1.0,0.5862068965517242
"blood in sputum, yellowing of eyes",chest pain,0.024390243902439025,0.14146341463414633,0.024390243902439025,1.0,7.06896551724138,1.0,0.020939916716240334,inf,0.88,0.1724137931034483,1.0,0.5862068965517242
"blood in sputum, mild fever",chest pain,0.024390243902439025,0.14146341463414633,0.024390243902439025,1.0,7.06896551724138,1.0,0.020939916716240334,inf,0.88,0.1724137931034483,1.0,0.5862068965517242
"congestion, sinus pressure",chest pain,0.024390243902439025,0.14146341463414633,0.024390243902439025,1.0,7.06896551724138,1.0,0.020939916716240334,inf,0.88,0.1724137931034483,1.0,0.5862068965517242
"congestion, runny nose",chest pain,0.024390243902439025,0.14146341463414633,0.024390243902439025,1.0,7.06896551724138,1.0,0.020939916716240334,inf,0.88,0.1724137931034483,1.0,0.5862068965517242
congestion,chest pain,0.024390243902439025,0.14146341463414633,0.024390243902439025,1.0,7.06896551724138,1.0,0.020939916716240334,inf,0.88,0.1724137931034483,1.0,0.5862068965517242
redness of eyes,chest pain,0.024390243902439025,0.14146341463414633,0.024390243902439025,1.0,7.06896551724138,1.0,0.020939916716240334,inf,0.88,0.1724137931034483,1.0,0.5862068965517242
runny nose,chest pain,0.024390243902439025,0.14146341463414633,0.024390243902439025,1.0,7.06896551724138,1.0,0.020939916716240334,inf,0.88,0.1724137931034483,1.0,0.5862068965517242
rusty sputum,chest pain,0.024390243902439025,0.14146341463414633,0.024390243902439025,1.0,7.06896551724138,1.0,0.020939916716240334,inf,0.88,0.1724137931034483,1.0,0.5862068965517242
sinus pressure,chest pain,0.024390243902439025,0.14146341463414633,0.024390243902439025,1.0,7.06896551724138,1.0,0.020939916716240334,inf,0.88,0.1724137931034483,1.0,0.5862068965517242
loss of smell,chest pain,0.024390243902439025,0.14146341463414633,0.024390243902439025,1.0,7.06896551724138,1.0,0.020939916716240334,inf,0.88,0.1724137931034483,1.0,0.5862068965517242
throat irritation,chest pain,0.024390243902439025,0.14146341463414633,0.024390243902439025,1.0,7.06896551724138,1.0,0.020939916716240334,inf,0.88,0.1724137931034483,1.0,0.5862068965517242
"mild fever, phlegm",chest pain,0.024390243902439025,0.14146341463414633,0.024390243902439025,1.0,7.06896551724138,1.0,0.020939916716240334,inf,0.88,0.1724137931034483,1.0,0.5862068965517242
"muscle pain, phlegm",chest pain,0.024390243902439025,0.14146341463414633,0.024390243902439025,1.0,7.06896551724138,1.0,0.020939916716240334,inf,0.88,0.1724137931034483,1.0,0.5862068965517242
"muscle pain, redness of eyes",chest pain,0.024390243902439025,0.14146341463414633,0.024390243902439025,1.0,7.06896551724138,1.0,0.020939916716240334,inf,0.88,0.1724137931034483,1.0,0.5862068965517242
"muscle pain, runny nose",chest pain,0.024390243902439025,0.14146341463414633,0.024390243902439025,1.0,7.06896551724138,1.0,0.020939916716240334,inf,0.88,0.1724137931034483,1.0,0.5862068965517242
"muscle pain, sinus pressure",chest pain,0.024390243902439025,0.14146341463414633,0.024390243902439025,1.0,7.06896551724138,1.0,0.020939916716240334,inf,0.88,0.1724137931034483,1.0,0.5862068965517242
"muscle pain, throat irritation",chest pain,0.024390243902439025,0.14146341463414633,0.024390243902439025,1.0,7.06896551724138,1.0,0.020939916716240334,inf,0.88,0.1724137931034483,1.0,0.5862068965517242
"phlegm, redness of eyes",chest pain,0.024390243902439025,0.14146341463414633,0.024390243902439025,1.0,7.06896551724138,1.0,0.020939916716240334,inf,0.88,0.1724137931034483,1.0,0.5862068965517242
"loss of appetite, phlegm",chest pain,0.024390243902439025,0.14146341463414633,0.024390243902439025,1.0,7.06896551724138,1.0,0.020939916716240334,inf,0.88,0.1724137931034483,1.0,0.5862068965517242
"loss of smell, throat irritation",chest pain,0.024390243902439025,0.14146341463414633,0.024390243902439025,1.0,7.06896551724138,1.0,0.020939916716240334,inf,0.88,0.1724137931034483,1.0,0.5862068965517242
"loss of smell, muscle pain",chest pain,0.024390243902439025,0.14146341463414633,0.024390243902439025,1.0,7.06896551724138,1.0,0.020939916716240334,inf,0.88,0.1724137931034483,1.0,0.5862068965517242
"loss of smell, phlegm",chest pain,0.024390243902439025,0.14146341463414633,0.024390243902439025,1.0,7.06896551724138,1.0,0.020939916716240334,inf,0.88,0.1724137931034483,1.0,0.5862068965517242
"loss of smell, redness of eyes",chest pain,0.024390243902439025,0.14146341463414633,0.024390243902439025,1.0,7.06896551724138,1.0,0.020939916716240334,inf,0.88,0.1724137931034483,1.0,0.5862068965517242
"loss of smell, runny nose",chest pain,0.024390243902439025,0.14146341463414633,0.024390243902439025,1.0,7.06896551724138,1.0,0.020939916716240334,inf,0.88,0.1724137931034483,1.0,0.5862068965517242
"loss of smell, sinus pressure",chest pain,0.024390243902439025,0.14146341463414633,0.024390243902439025,1.0,7.06896551724138,1.0,0.020939916716240334,inf,0.88,0.1724137931034483,1.0,0.5862068965517242
"phlegm, runny nose",chest pain,0.024390243902439025,0.14146341463414633,0.024390243902439025,1.0,7.06896551724138,1.0,0.020939916716240334,inf,0.88,0.1724137931034483,1.0,0.5862068965517242
"phlegm, sinus pressure",chest pain,0.024390243902439025,0.14146341463414633,0.024390243902439025,1.0,7.06896551724138,1.0,0.020939916716240334,inf,0.88,0.1724137931034483,1.0,0.5862068965517242
"redness of eyes, throat irritation",chest pain,0.024390243902439025,0.14146341463414633,0.024390243902439025,1.0,7.06896551724138,1.0,0.020939916716240334,inf,0.88,0.1724137931034483,1.0,0.5862068965517242
"phlegm, throat irritation",chest pain,0.024390243902439025,0.14146341463414633,0.024390243902439025,1.0,7.06896551724138,1.0,0.020939916716240334,inf,0.88,0.1724137931034483,1.0,0.5862068965517242
"phlegm, yellowing of eyes",chest pain,0.024390243902439025,0.14146341463414633,0.024390243902439025,1.0,7.06896551724138,1.0,0.020939916716240334,inf,0.88,0.1724137931034483,1.0,0.5862068965517242
"redness of eyes, runny nose",chest pain,0.024390243902439025,0.14146341463414633,0.024390243902439025,1.0,7.06896551724138,1.0,0.020939916716240334,inf,0.88,0.1724137931034483,1.0,0.5862068965517242
"redness of eyes, sinus pressure",chest pain,0.024390243902439025,0.14146341463414633,0.024390243902439025,1.0,7.06896551724138,1.0,0.020939916716240334,inf,0.88,0.1724137931034483,1.0,0.5862068965517242
"runny nose, sinus pressure",chest pain,0.024390243902439025,0.14146341463414633,0.024390243902439025,1.0,7.06896551724138,1.0,0.020939916716240334,inf,0.88,0.1724137931034483,1.0,0.5862068965517242
"runny nose, throat irritation",chest pain,0.024390243902439025,0.14146341463414633,0.024390243902439025,1.0,7.06896551724138,1.0,0.020939916716240334,inf,0.88,0.1724137931034483,1.0,0.5862068965517242
"sinus pressure, throat irritation",chest pain,0.024390243902439025,0.14146341463414633,0.024390243902439025,1.0,7.06896551724138,1.0,0.020939916716240334,inf,0.88,0.1724137931034483,1.0,0.5862068965517242
"swelled lymph nodes, yellowing of eyes",chest pain,0.024390243902439025,0.14146341463414633,0.024390243902439025,1.0,7.06896551724138,1.0,0.020939916716240334,inf,0.88,0.1724137931034483,1.0,0.5862068965517242
"fast heart rate, rusty sputum",chest pain,0.024390243902439025,0.14146341463414633,0.024390243902439025,1.0,7.06896551724138,1.0,0.020939916716240334,inf,0.88,0.1724137931034483,1.0,0.5862068965517242
blood in sputum,chest pain,0.024390243902439025,0.14146341463414633,0.024390243902439025,1.0,7.06896551724138,1.0,0.020939916716240334,inf,0.88,0.1724137931034483,1.0,0.5862068965517242
"blood in sputum, weight loss",chest pain,0.023170731707317073,0.14146341463414633,0.023170731707317073,1.0,7.06896551724138,1.0,0.019892920880428315,inf,0.8789013732833957,0.16379310344827588,1.0,0.5818965517241379
"blood in sputum, sweating",chest pain,0.023170731707317073,0.14146341463414633,0.023170731707317073,1.0,7.06896551724138,1.0,0.019892920880428315,inf,0.8789013732833957,0.16379310344827588,1.0,0.5818965517241379
"blood in sputum, vomiting",chest pain,0.023170731707317073,0.14146341463414633,0.023170731707317073,1.0,7.06896551724138,1.0,0.019892920880428315,inf,0.8789013732833957,0.16379310344827588,1.0,0.5818965517241379
"blood in sputum, high fever",chest pain,0.023170731707317073,0.14146341463414633,0.023170731707317073,1.0,7.06896551724138,1.0,0.019892920880428315,inf,0.8789013732833957,0.16379310344827588,1.0,0.5818965517241379
"blood in sputum, fatigue",chest pain,0.023170731707317073,0.14146341463414633,0.023170731707317073,1.0,7.06896551724138,1.0,0.019892920880428315,inf,0.8789013732833957,0.16379310344827588,1.0,0.5818965517241379
"blood in sputum, cough",chest pain,0.023170731707317073,0.14146341463414633,0.023170731707317073,1.0,7.06896551724138,1.0,0.019892920880428315,inf,0.8789013732833957,0.16379310344827588,1.0,0.5818965517241379
"blood in sputum, chills",chest pain,0.023170731707317073,0.14146341463414633,0.023170731707317073,1.0,7.06896551724138,1.0,0.019892920880428315,inf,0.8789013732833957,0.16379310344827588,1.0,0.5818965517241379
"blood in sputum, breathlessness",chest pain,0.023170731707317073,0.14146341463414633,0.023170731707317073,1.0,7.06896551724138,1.0,0.019892920880428315,inf,0.8789013732833957,0.16379310344827588,1.0,0.5818965517241379
"fatigue, throat irritation",chest pain,0.023170731707317073,0.14146341463414633,0.023170731707317073,1.0,7.06896551724138,1.0,0.019892920880428315,inf,0.8789013732833957,0.16379310344827588,1.0,0.5818965517241379
"fatigue, sinus pressure",chest pain,0.023170731707317073,0.14146341463414633,0.023170731707317073,1.0,7.06896551724138,1.0,0.019892920880428315,inf,0.8789013732833957,0.16379310344827588,1.0,0.5818965517241379
"fatigue, rusty sputum",chest pain,0.023170731707317073,0.14146341463414633,0.023170731707317073,1.0,7.06896551724138,1.0,0.019892920880428315,inf,0.8789013732833957,0.16379310344827588,1.0,0.5818965517241379
"fatigue, runny nose",chest pain,0.023170731707317073,0.14146341463414633,0.023170731707317073,1.0,7.06896551724138,1.0,0.019892920880428315,inf,0.8789013732833957,0.16379310344827588,1.0,0.5818965517241379
"fatigue, redness of eyes",chest pain,0.023170731707317073,0.14146341463414633,0.023170731707317073,1.0,7.06896551724138,1.0,0.019892920880428315,inf,0.8789013732833957,0.16379310344827588,1.0,0.5818965517241379
